,Date,00:00:00,01:00:00,02:00:00,03:00:00,04:00:00,05:00:00,06:00:00,07:00:00,08:00:00,09:00:00,10:00:00,11:00:00,12:00:00,13:00:00,14:00:00,15:00:00,16:00:00,17:00:00,18:00:00,19:00:00,20:00:00,21:00:00,22:00:00,23:00:00,month,DayOfWeek,hour,season,weekday,term_time,term_week,IsHoliday,Cluster,prob_1,prob_2
10,2022-12-21,52.88500022888184,53.14249897003174,53.27499866485596,53.33499813079834,52.907498359680176,53.14999961853027,78.58249950408936,101.75249671936037,136.2174949645996,121.78999900817873,123.32249641418456,125.37999534606934,122.75249671936037,123.77249908447266,121.68249702453612,130.94249725341797,127.84000015258788,124.9375,127.2874984741211,127.31249809265135,118.62999534606934,119.99999809265135,86.7349967956543,67.45749855041504,12,2,0,1,1,0,0,0,1,0.0,1.0
11,2019-09-06,61.28749847412109,61.75249862670898,61.27499771118164,60.90749931335449,45.97499847412109,48.8799991607666,49.88749980926514,48.08999919891357,48.09999847412109,48.6949987411499,48.27999973297119,48.41999912261963,49.46249866485596,50.75999927520752,49.70999813079834,50.48249816894531,49.15499782562256,48.53749942779541,48.679999351501465,46.62249851226807,47.03249931335449,58.54249858856201,62.46749877929688,61.05999851226807,9,4,0,4,1,1,1,1,0,1.0,0.0
12,2023-02-07,58.82499885559082,58.897499084472656,58.80000019073486,57.53249931335449,44.26999950408936,41.01999950408936,37.12249946594238,37.03749942779541,37.584999084472656,41.50749969482422,43.40499782562256,50.37499904632568,57.41749858856201,49.057498931884766,40.52749919891357,40.804999351501465,44.39249897003174,44.14749813079834,43.397499084472656,51.71749877929688,49.03999900817871,55.797499656677246,52.42999839782715,52.067498207092285,2,1,0,1,1,1,1,1,0,0.998,0.002
13,2016-11-03,65.06749820709229,63.1024980545044,63.39999961853027,63.32999897003174,63.27249813079834,62.58249950408936,124.42249488830566,122.58999824523926,161.51249313354492,170.33999633789062,175.65249633789062,185.8599967956543,180.7249984741211,177.28499603271484,176.20499420166016,166.32999801635742,148.61749649047852,125.35749435424805,125.25499725341795,132.1699981689453,122.76749801635742,115.50499725341795,78.36999893188477,67.49749755859375,11,3,0,4,1,1,1,1,1,0.0,1.0
14,2023-03-02,57.98999881744385,57.67749881744384,57.57499980926514,56.98499774932861,57.70249843597412,57.73749923706055,94.30499839782716,140.63249397277832,166.30999755859375,163.29249572753906,162.0224952697754,163.74249267578125,160.02749252319336,144.2799949645996,137.2899932861328,128.089994430542,125.32499885559082,123.81499671936037,127.86249923706056,118.42249870300292,104.32999801635742,97.33999824523926,58.69249725341797,54.79749774932862,3,3,0,2,1,1,1,1,1,0.0,1.0
15,2018-02-23,73.18249893188477,73.06749725341797,72.2649974822998,73.19499778747559,73.91499900817871,73.95499801635742,111.32749557495116,157.04499435424805,173.50249862670898,176.4424934387207,190.65749740600583,204.22499465942383,204.5199966430664,194.2324981689453,195.61249542236328,186.192497253418,174.5749969482422,151.06749725341797,159.44249725341797,147.2324981689453,140.54999542236328,129.0474967956543,85.26249885559082,76.30499839782715,2,4,0,1,1,1,1,1,1,0.0,1.0
16,2022-11-05,56.36249923706055,55.9474983215332,56.91499900817871,55.66749954223633,50.40249919891357,44.95000076293945,88.2349967956543,149.9599952697754,154.76499557495117,149.10999298095703,152.2449951171875,141.32749557495117,137.25,140.75499725341797,150.9524917602539,138.69999313354492,127.30499649047852,110.81499671936037,104.78999900817873,97.0999984741211,108.67999839782716,74.24499893188477,53.55999946594238,53.28499984741211,11,5,0,4,0,1,0,0,1,0.0,1.0
17,2013-09-03,116.4549961090088,117.4799976348877,116.2599964141846,116.2574977874756,116.5749969482422,116.3549976348878,131.2524948120119,118.4924964904784,144.0324974060058,143.194995880127,148.2924995422362,147.2999954223632,144.294994354248,146.072494506836,146.0499954223634,142.5424957275391,141.0349960327149,140.5625,131.732494354248,121.0899963378907,118.3299961090088,118.47749710083,119.2299995422363,117.9124965667724,9,1,0,4,1,1,1,1,1,0.0,1.0
18,2013-08-01,104.6999969482422,104.4099979400636,104.4249992370605,102.6399993896484,103.0799980163575,101.1374969482421,133.0174942016602,146.099998474121,149.4549942016602,148.4949951171876,154.1899986267089,152.8774948120116,150.1724967956543,152.1074943542481,149.7975006103516,152.5024986267089,152.43999481201172,166.0824966430664,133.2699966430664,118.8099975585938,114.9849967956542,116.0899963378906,107.66749572753908,103.0924968719483,8,3,0,3,1,0,0,0,1,0.0,1.0
19,2019-09-07,60.17499923706055,59.907498359680176,60.02999877929688,60.39499759674073,49.1949987411499,69.67249965667725,85.54999923706055,107.29999732971191,117.13749504089355,143.0524940490723,151.5224952697754,152.9499969482422,145.5849952697754,131.8349952697754,132.50249862670898,109.94249725341795,82.2549991607666,87.7699966430664,61.34499740600586,57.76249885559082,53.94999885559082,63.02499866485597,62.772499084472656,59.99749851226807,9,5,0,4,0,1,0,0,0,0.615,0.385
20,2017-12-21,66.14249801635742,65.86999893188477,67.77999877929688,67.23999786376953,66.59749794006348,67.53499794006348,108.48749923706056,138.23249626159668,167.12749862670898,158.0824966430664,155.13249588012695,148.3549919128418,150.59249877929688,145.73999786376953,141.53249740600586,140.5574951171875,147.97749710083008,135.89249801635742,129.06250190734863,115.70749855041504,109.02249908447266,108.89999771118164,70.62249946594238,65.80749893188477,12,3,0,1,1,0,0,0,1,0.0,1.0
21,2017-09-25,63.34749889373779,64.20749855041504,63.41249847412109,63.73249912261963,63.68749904632568,107.01749801635742,118.25249671936037,156.6199951171875,169.4424934387207,186.53749465942383,190.3874931335449,195.79999542236328,192.2949981689453,190.5574951171875,180.29999923706052,181.08999252319336,138.5374984741211,117.9424991607666,125.1099967956543,127.88749885559082,120.0149974822998,76.06749725341797,68.1974983215332,66.82499885559082,9,0,0,4,1,1,1,1,1,0.0,1.0
22,2017-08-13,62.26249885559082,63.692498207092285,65.9849967956543,65.90249919891357,62.45749950408936,50.74249839782715,50.91999816894531,58.379998207092285,59.85999870300293,58.23999881744385,58.68749904632568,56.17499828338623,55.91999912261963,53.72499942779541,53.07999801635742,55.0399980545044,54.27249813079834,53.76999855041504,50.92499923706055,50.72499942779541,62.6299991607666,63.8149995803833,64.29499816894531,64.96999835968018,8,6,0,3,0,0,0,0,0,1.0,0.0
23,2019-10-05,78.21999931335449,77.33249855041504,78.59749794006348,78.18499946594238,72.0349988937378,95.52499866485596,139.20999717712402,144.9324951171875,147.86249542236328,154.69499588012695,155.08999633789062,153.27999877929688,151.87249374389648,151.1699981689453,147.62999725341797,142.48749542236328,127.2874984741211,116.4474983215332,113.49249649047852,103.53249740600586,100.66749954223631,89.31749725341797,73.66499900817871,73.20000076293945,10,5,0,4,0,1,0,0,1,0.0,1.0
24,2013-06-09,70.46749877929688,70.40749931335449,73.89499855041504,69.65749931335449,69.57999992370605,89.32249641418457,101.93499946594238,137.49250030517578,146.00749588012695,148.31749725341797,155.11750030517578,151.2249984741211,138.3124961853027,141.30499649047852,132.5474967956543,117.99999809265135,97.40249824523926,81.30999755859375,86.45999717712402,95.86749839782716,102.9375,71.64749717712402,70.26749992370605,69.36999893188477,6,6,0,3,0,0,0,0,1,0.0,1.0
25,2022-08-06,53.02999877929688,53.52999973297119,52.33999919891357,55.63999938964844,43.82999897003174,70.82999992370605,90.76749992370604,121.78749656677246,125.23749923706056,137.1999969482422,126.18499374389648,129.6399917602539,128.30749702453613,130.78250122070312,139.3749961853027,131.3274974822998,107.11499786376952,88.61999893188477,74.42999839782715,70.95749855041504,66.7024974822998,57.76249980926514,56.77749919891357,57.81999969482422,8,5,0,3,0,0,0,0,1,0.009,0.991
26,2014-09-12,63.58249855041504,62.6949987411499,61.25249862670898,62.71249866485597,61.95499897003174,61.60499858856201,87.68749809265137,158.08749389648438,178.7499961853027,173.66499710083008,163.62749481201172,166.97999572753906,164.06999588012695,157.48749542236328,158.4374961853027,159.68999481201172,168.0674934387207,153.67499542236328,138.83999633789062,130.02499389648438,124.78999900817873,121.02249717712402,80.23999977111816,66.84250068664551,9,4,0,4,1,1,1,1,1,0.0,1.0
27,2016-09-24,66.54249954223633,66.36750030517578,64.95999717712402,66.68000030517578,68.7599983215332,75.34749794006348,60.3824987411499,85.42749786376953,97.08749771118164,97.23499870300292,97.61999702453612,95.33749771118164,96.70999717712402,99.2974967956543,100.31749725341795,90.20999908447266,82.34249877929688,58.807498931884766,55.33749866485596,72.6724967956543,70.89249801635742,67.3224983215332,66.98999786376953,66.9749984741211,9,5,0,4,0,1,0,0,0,0.999,0.001
28,2016-06-21,60.89499759674072,59.40499877929688,60.42499923706055,59.8224983215332,44.179999351501465,72.46749782562256,90.29749870300292,106.7674961090088,123.7349967956543,128.13999938964844,129.4274959564209,126.90499687194824,119.5099983215332,125.77999687194824,128.57499504089355,123.5824966430664,104.32249641418456,92.65249824523926,75.33999824523926,67.33249759674072,63.78999900817871,62.07499980926514,66.56999969482422,63.84749889373779,6,1,0,3,1,0,0,0,0,1.0,0.0
29,2018-12-11,70.78749656677246,71.61749839782715,70.01249885559082,70.78999900817871,71.01999855041504,70.70249938964844,93.63749885559082,147.15249824523926,170.8125,184.70750045776367,188.43749237060547,201.3874931335449,197.28999710083008,196.3424949645996,187.0674934387207,190.3024940490723,190.23249435424805,174.97249221801758,150.0574951171875,140.7924919128418,130.19499588012695,122.46999740600586,90.48749732971191,77.60000038146973,12,1,0,1,1,1,1,1,1,0.0,1.0
30,2023-09-03,55.49749851226807,53.88749885559082,54.15249919891357,54.929999351501465,55.16749954223633,55.55499839782715,87.4849967956543,123.72500038146973,167.98500061035156,164.84499740600586,183.60749435424805,194.53249740600583,194.9599952697754,195.40499877929688,197.30999374389648,200.8049964904785,183.01499938964844,159.1249961853027,166.2174949645996,146.6374969482422,126.11749458312988,105.4174976348877,66.84249782562256,58.307498931884766,9,6,0,4,0,1,0,0,1,0.0,1.0
31,2023-06-26,53.16249942779541,53.42749977111816,53.42249774932861,50.817498207092285,44.53499889373779,68.53249835968018,84.125,109.99999618530272,121.11999702453612,123.05749702453612,122.55999755859376,109.9749984741211,105.15249633789062,103.45749855041504,100.25499725341795,97.90249824523926,81.64999771118164,74.33749771118164,65.2924976348877,63.0074987411499,56.09999847412109,54.3849983215332,52.59249782562256,52.09749794006348,6,0,0,3,1,0,0,0,0,0.998,0.002
32,2013-03-09,73.80249786376953,72.81500053405762,73.36000061035156,73.75749778747559,73.86999893188477,95.28499794006348,98.6674976348877,122.5424976348877,127.62499618530272,138.1724967956543,143.71499252319336,139.9949951171875,140.1099967956543,147.20499801635742,147.16999435424805,144.13499450683594,126.48499870300292,105.88999938964844,95.59499740600586,98.12499618530272,105.65499687194824,76.42749977111816,67.6049976348877,69.31749820709229,3,5,0,2,0,1,0,0,1,0.0,1.0
33,2023-10-14,65.8524980545044,61.98249912261963,60.95499801635742,63.48999786376953,62.209999084472656,59.65249729156494,88.36249732971191,89.3549976348877,99.8849983215332,108.91499519348145,103.67999839782716,100.58999824523926,101.16999816894533,105.74249839782716,105.86499786376952,96.14499855041504,82.35250091552734,69.13749885559082,65.05999946594238,55.10999870300293,54.73999881744385,54.38999843597412,60.00249862670898,59.5074987411499,10,5,0,4,0,1,0,0,1,0.0,1.0
34,2015-12-15,68.31499862670898,67.24999809265137,67.26749801635742,68.1624984741211,67.2599983215332,67.05249977111816,109.36749649047852,130.50249671936035,157.18499755859375,159.86999893188477,158.7399940490723,159.11249542236328,152.11750030517578,153.27499389648438,154.6374969482422,154.82500076293945,162.08499908447266,150.91249465942383,134.2324981689453,129.77749633789062,125.04749679565433,121.28999710083008,84.09249687194824,70.1049976348877,12,1,0,1,1,1,1,1,1,0.0,1.0
35,2014-08-29,65.68499851226807,65.92000007629395,66.55999946594238,65.8549976348877,66.66500091552734,85.4474983215332,90.26999855041504,114.5699977874756,117.06499671936037,128.09499740600586,123.0174961090088,124.96999740600586,125.3274974822998,121.40499877929688,118.14999771118164,114.7049961090088,96.0374984741211,78.26249885559082,64.5349988937378,71.419997215271,82.43749809265137,67.50999641418457,65.15499877929688,64.42499828338623,8,4,0,3,1,0,0,0,0,0.999,0.001
36,2013-03-07,69.4174976348877,69.4199981689452,67.9599990844727,66.5799999237061,51.0949993133545,72.6649971008301,80.9574985504151,88.9549980163574,101.4499988555908,108.9874992370606,105.4149990081787,103.5649967193603,107.3699970245361,105.1524982452392,98.5699996948243,92.117498397827,87.0174961090088,58.2674980163574,53.292498588562,51.9099988937379,50.8799991607666,59.7349977493286,66.59499931335449,67.59000015258789,3,3,0,2,1,1,1,1,0,1.0,0.0
37,2013-10-18,65.30249786376953,64.48999786376953,64.05749797821045,64.58499717712402,62.73499870300293,103.80499649047852,121.8074951171875,156.1024932861328,161.59999465942383,173.2624969482422,168.45499801635742,158.99749755859375,157.11749649047852,149.8074951171875,154.91499710083008,143.3249969482422,116.41999626159668,121.54249954223631,119.37499618530272,112.96749877929688,108.73249626159668,71.15249633789062,65.89499759674072,64.89249610900879,10,4,0,4,1,1,1,1,1,0.0,1.0
38,2015-11-21,63.952497482299805,61.79999828338623,61.5074987411499,61.54999923706055,61.98999881744385,61.64749813079834,65.3199987411499,73.4124984741211,114.96249771118164,130.75499534606934,132.0374927520752,128.45499801635742,129.77249908447266,120.15999603271484,118.7649974822998,113.9849967956543,109.9699993133545,121.97499656677246,83.32999801635742,70.25749778747559,66.9124984741211,65.13999652862549,62.919997215271,61.657498359680176,11,5,0,4,0,1,0,0,0,1.0,0.0
39,2017-03-30,64.17249774932861,64.14999866485596,63.057498931884766,62.15499877929688,62.57749843597412,115.05749702453612,130.58499908447266,157.44499588012695,175.97999572753906,187.24999618530276,186.6649932861328,192.4074935913086,187.6474952697754,186.90249252319336,184.53999710083008,174.89249801635742,141.99499893188477,134.97249221801758,132.39999389648438,134.18999862670898,122.2099952697754,75.9474983215332,68.8849983215332,64.94249820709229,3,3,0,2,1,1,1,1,1,0.0,1.0
40,2016-11-06,58.83749866485596,59.26499843597412,59.77499866485596,58.40249824523926,42.46999931335449,43.18999862670898,45.79249954223633,56.12249851226807,60.14499855041504,62.95499801635742,62.29749870300293,63.65249824523926,62.35249900817871,63.76499938964844,65.39749908447266,60.35749816894531,58.42499923706055,52.09249973297119,50.10749912261963,46.71249866485596,45.6649980545044,55.63000011444092,62.88749885559082,60.56249904632568,11,6,0,4,0,1,0,0,0,1.0,0.0
41,2017-03-18,60.03749847412109,59.65499782562256,59.6324987411499,60.117499351501465,60.01499843597412,60.59249877929688,55.16249847412109,48.1324987411499,90.03499794006348,99.96000099182127,99.24749755859376,102.7649974822998,102.61749839782716,102.39999771118164,100.45999717712402,99.77499771118164,94.30249786376952,87.08249855041504,60.95749855041504,64.50749969482422,64.52749919891357,63.50500011444092,61.78249740600586,62.09749984741211,3,5,0,2,0,1,0,0,0,1.0,0.0
42,2017-12-10,65.35249710083008,65.35750007629395,64.74999904632568,64.80499935150146,64.85999870300293,110.81999969482422,128.32999420166016,157.52749633789062,169.86249542236328,187.817497253418,197.5049934387207,203.93749618530276,206.50999450683597,205.64249801635745,201.74749374389648,192.4074935913086,144.3874969482422,129.8024959564209,135.45249938964844,124.37499809265135,119.16499519348145,77.60999870300293,68.66749954223633,63.9449987411499,12,6,0,1,0,1,0,0,1,0.0,1.0
43,2014-07-22,59.56499862670898,58.46499919891357,58.5699987411499,56.70249938964844,47.69749927520752,63.51499938964844,78.5999984741211,107.06249809265135,119.99749755859376,133.21249961853027,141.53249740600586,143.06999969482422,151.02249908447266,143.61499786376953,142.77499389648438,136.36249542236328,123.09499931335448,86.87249946594238,67.97249984741211,60.16249847412109,61.96499824523926,61.20999717712402,61.34999847412109,60.14249897003175,7,1,0,3,1,0,0,0,0,1.0,0.0
44,2019-08-31,63.24999809265137,64.61999893188477,61.70249843597412,59.26499938964844,59.844998359680176,61.932498931884766,62.24749946594238,67.05249881744385,64.21499919891357,68.91749954223633,70.8174991607666,73.23249816894531,68.65999794006348,64.29749870300293,66.91749954223633,64.91999816894531,62.1949987411499,56.18999862670898,50.0099983215332,53.29749870300293,62.3524980545044,62.58999824523926,62.63499927520752,61.65249919891357,8,5,0,3,0,0,0,0,0,1.0,0.0
45,2022-01-13,56.1899995803833,56.98499870300293,54.85499858856201,55.5724983215332,56.91749858856201,57.97499847412109,86.86749839782715,125.40249252319336,112.21499824523926,98.19249725341795,90.17499923706056,91.99749755859376,107.58499717712404,96.55749893188477,99.2074966430664,92.35499572753906,95.59249877929688,96.7649974822998,91.52499771118164,69.98499870300293,61.53749847412109,58.65749931335449,55.51999855041504,61.969998359680176,1,3,0,1,1,1,1,1,1,0.0,1.0
