,Date,00:00:00,01:00:00,02:00:00,03:00:00,04:00:00,05:00:00,06:00:00,07:00:00,08:00:00,09:00:00,10:00:00,11:00:00,12:00:00,13:00:00,14:00:00,15:00:00,16:00:00,17:00:00,18:00:00,19:00:00,20:00:00,21:00:00,22:00:00,23:00:00,building
1330,2017-01-01,55.05249881744385,54.33749866485596,55.6924991607666,55.06249904632568,55.79749870300293,56.40999794006348,59.40249824523926,59.8174991607666,57.17749881744385,44.81499862670898,43.6274995803833,45.2574987411499,43.79249858856201,44.1899995803833,44.32249927520752,43.94999885559082,51.68249797821045,60.37249851226807,60.897499084472656,61.24749851226807,59.33999824523926,57.75999736785889,57.37249755859375,57.39499855041504,Quinn
1331,2017-01-02,63.994998931884766,63.6299991607666,63.27999973297119,63.354997634887695,62.68749809265137,62.34749794006348,104.64749908447266,137.22999572753906,149.9824981689453,164.96499252319336,172.8424949645996,189.2749938964844,183.2974967956543,179.9199981689453,184.06249618530276,184.54249572753903,182.96999740600583,174.70249557495117,158.54999542236328,141.72000122070312,135.1449966430664,121.9524974822998,81.3274974822998,68.22249794006348,Quinn
1332,2017-01-03,64.37499809265137,64.23249912261963,63.77250003814697,62.9474983215332,63.32749843597412,63.02999877929688,121.79749870300292,131.09749794006348,157.63249588012695,183.2099952697754,187.05999374389648,185.8074951171875,187.38249588012692,184.8449935913086,200.47999572753903,197.7124938964844,202.0749931335449,155.67749786376953,156.20499420166016,147.49499893188477,133.48499298095703,126.45499801635742,75.0099983215332,67.51249694824219,Quinn
1333,2017-01-04,63.58499813079834,62.77249813079834,63.01749897003174,63.05249881744385,62.32999801635742,65.25749778747559,52.90249919891357,98.8224983215332,124.27749824523926,132.10499572753906,130.24999809265137,129.74999809265137,126.18249702453612,119.8224983215332,118.17499542236328,108.03999710083008,101.1674976348877,56.8224983215332,49.55249881744385,60.8149995803833,66.20249938964844,65.10249996185303,63.39499759674072,61.782498359680176,Quinn
1334,2017-01-05,67.28749656677246,67.81749725341797,66.43999671936035,67.18499946594238,66.87499809265137,48.1974983215332,48.38749980926514,52.3199987411499,50.83999919891357,54.8249979019165,54.45499897003174,55.33749771118164,55.08249855041504,53.76749897003174,54.84749889373779,54.054999351501465,50.7574987411499,51.0649995803833,51.27999973297119,51.30249881744385,65.67499923706055,70.91249656677246,70.37249755859375,67.76499938964844,Quinn
1335,2017-01-06,63.817498207092285,63.37499904632568,63.33249855041504,63.34749984741211,54.67499923706055,87.49749755859375,95.15749740600586,124.45749855041504,139.65249633789062,137.57749557495117,137.46249771118164,143.87249755859375,143.1449966430664,136.1549949645996,127.8024959564209,122.82249641418456,115.8174991607666,106.45249557495116,82.90749740600586,75.39499855041504,76.44499969482422,70.25499725341797,65.8199987411499,65.75499629974365,Quinn
1336,2017-01-07,62.16249752044678,61.98249816894531,61.9474983215332,61.604997634887695,62.2624979019165,57.58249759674072,52.11999797821045,57.01999855041504,61.8249979019165,66.1349983215332,69.18499946594238,70.19499778747559,68.83999824523926,67.5824966430664,70.41250038146973,63.05499839782715,55.74249839782715,51.77249813079834,54.584999084472656,50.40999889373779,48.3125,59.33999919891357,65.42749881744385,63.98499870300293,Quinn
1337,2017-01-08,61.83999919891357,61.0099983215332,60.93749809265137,63.53749656677246,59.617499351501465,80.61999702453613,84.35499954223633,117.57749938964844,123.87249946594238,130.9124927520752,141.3574981689453,134.0,141.60749435424805,146.52249908447266,147.39999389648438,141.0449981689453,121.0699977874756,112.4799976348877,75.72749900817871,61.17249870300293,67.19499778747559,65.51749897003174,62.87499904632568,60.994998931884766,Quinn
1338,2017-01-09,65.07749938964844,66.5399980545044,66.01749801635742,68.94499778747559,69.02000045776367,110.25499725341795,105.7649974822998,129.02749824523926,133.90749549865723,131.31249237060547,130.2649974822998,132.54749870300293,136.10249710083008,131.23249626159668,121.78999710083008,115.25749588012695,103.18499755859376,98.8799991607666,67.13749980926514,72.88499927520752,80.52249908447266,69.77249908447266,68.92499923706055,69.42999839782715,Quinn
1339,2017-01-10,68.13249588012695,68.75749969482422,67.25749778747559,68.2249984741211,68.99499893188477,70.68499946594238,62.07749938964844,55.06499862670898,56.02499771118164,56.08749866485596,56.29499816894532,56.85499858856201,57.90999794006348,59.01999759674072,58.92249870300293,58.08749866485596,59.657498359680176,57.032498359680176,67.4424991607666,74.59749794006348,75.33499908447266,73.56749725341797,70.375,70.31249809265137,Quinn
