,Date,00:00:00,01:00:00,02:00:00,03:00:00,04:00:00,05:00:00,06:00:00,07:00:00,08:00:00,09:00:00,10:00:00,11:00:00,12:00:00,13:00:00,14:00:00,15:00:00,16:00:00,17:00:00,18:00:00,19:00:00,20:00:00,21:00:00,22:00:00,23:00:00,building,month,DayOfWeek,hour,season,weekday,term_time,term_week,IsHoliday,Cluster,prob_1,prob_2,prob_3,prob_4,prob_5,building_code
19,2017-11-12,28.434999465942383,25.022499561309814,27.587499141693115,22.547499895095825,22.374999165534973,17.539999544620514,17.654999494552612,20.097499787807465,21.424609005451202,24.90148377418518,38.82464790344238,41.825350642204285,51.79761612415314,81.36620944738388,64.10152184963226,64.2720296382904,71.11210870742798,81.1974983215332,91.98249793052673,102.35249757766724,96.29499697685242,87.86999750137329,201.1474952697754,146.4249963760376,Ashfield,11,6,0,4,0,1,0,0,1,0.0,1.0,0.0,0.0,0.0,5
20,2022-05-01,69.44999885559082,69.41499710083008,70.67499732971191,70.45249938964844,69.41499900817871,69.73249816894531,91.01249694824219,113.78999900817871,134.94750213623047,131.97749710083008,126.90999794006348,123.96249771118164,132.17749404907227,122.98749732971191,126.56999588012695,134.33249473571777,142.15750122070312,127.24250030517578,121.04499626159668,104.5374984741211,97.2974967956543,88.62499809265137,74.07999801635742,70.9124984741211,Quinn_Business,5,6,0,2,0,0,0,0,2,0.0,0.0,0.999,0.0,0.001,1
21,2017-09-01,5.617499828338623,4.979999899864197,4.792499899864197,4.284999966621399,4.185000002384186,3.9574998021125793,5.559999942779541,6.242499828338623,6.387499809265137,6.90999984741211,7.274999976158142,6.187499761581421,5.637499928474426,5.457499980926514,4.654999852180481,4.797499895095825,5.317499995231628,7.6474997997283936,8.529999732971191,8.649999737739563,8.019999742507935,8.289999961853027,8.46749997138977,6.494999885559082,Glenomenab10,9,4,0,4,1,1,1,1,3,0.0,0.0,0.0,1.0,0.0,3
22,2017-06-15,5.762499928474426,4.964999794960022,4.699999928474426,4.544999957084656,4.547499895095825,4.624999761581421,6.902499794960022,7.104999780654907,6.2399998903274545,6.307499766349792,5.547499775886536,6.329999804496765,7.259999752044678,6.8374998569488525,6.092499852180481,6.452499866485596,7.5274999141693115,6.667499780654907,7.849999785423279,11.437499761581421,11.152499675750732,7.1249998807907104,7.302499890327454,6.122499942779541,Glenomenab9,6,3,0,3,1,0,0,0,3,0.0,0.0,0.0,1.0,0.0,2
23,2017-01-22,21.34249973297119,21.29499912261963,21.317500114440918,21.3125,21.25250005722046,21.3149995803833,21.867499351501465,21.72249984741211,24.042499542236328,22.822499752044678,21.079999923706055,20.957499504089355,20.485000133514404,20.447500228881836,20.224998950958252,20.594999313354492,20.427499294281006,25.224998950958252,25.47749948501587,25.78749942779541,22.452499389648438,21.982499599456787,21.219999313354492,21.152499675750732,Sutherland_Law,1,6,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,4
24,2019-01-21,79.34499931335449,78.68499946594238,78.67499732971191,77.68499755859375,78.44999885559082,80.98749923706055,116.49249649047852,160.51499557495117,179.88249969482422,178.73749542236328,207.3949966430664,210.42999267578125,206.87499237060547,205.04249954223633,204.78749465942383,191.16749572753906,193.16749572753906,171.90499877929688,150.55749893188477,138.49249649047852,134.64249420166016,127.4224967956543,84.6674976348877,73.4799976348877,Quinn_Business,1,0,0,1,1,1,1,1,2,0.0,0.0,1.0,0.0,0.0,1
25,2017-03-17,5.954999923706055,4.627499938011169,4.387499928474426,3.887499988079071,3.7399998903274536,3.972499966621399,5.799999833106995,5.867499828338623,7.207499742507935,8.084999918937683,7.1124998331069955,5.864999771118164,6.294999837875366,6.279999852180481,5.459999918937683,7.109999895095825,7.047499775886536,8.307499647140503,8.862499713897705,9.5,11.297499656677246,9.78249979019165,9.062499761581421,6.974999904632568,Glenomenab10,3,4,0,2,1,1,1,1,3,0.0,0.0,0.0,1.0,0.0,3
26,2018-02-01,8.09499967098236,6.917499899864197,6.169999837875366,5.909999847412109,5.757499814033508,5.6849998235702515,6.512499809265137,7.757499814033508,11.682499647140503,10.1274995803833,9.484999656677246,9.417499542236328,10.192499876022339,10.487499713897705,9.492499589920044,9.522500038146973,10.972499370574951,10.65749979019165,15.199999570846558,17.082499504089355,16.559999465942383,14.617499828338623,13.714999914169312,10.414999723434448,Glenomenab9,2,3,0,1,1,1,1,1,3,0.0,0.0,0.0,1.0,0.0,2
27,2018-05-18,20.339999675750732,20.71749973297119,20.309999465942383,20.292499542236328,18.3149995803833,23.88499879837036,27.869999408721924,43.22499942779541,53.80249881744385,55.64999866485596,62.33999824523926,63.32499885559082,54.407498359680176,49.41999816894531,52.492499351501465,51.502498626708984,41.41749954223633,37.25749969482422,33.07749891281128,29.929999351501465,28.07999897003174,22.729999542236328,18.94499969482422,19.019999504089355,Sutherland_Law,5,4,0,2,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,4
28,2017-02-18,97.46500015258789,97.54249572753906,97.90999412536621,96.93750190734863,96.62749862670898,95.07250022888184,96.92999839782715,100.6299934387207,125.21249389648438,126.31999397277832,137.13249969482422,172.8249969482422,179.00249481201172,160.81500244140625,163.91499710083008,163.21249771118164,122.25749588012697,125.28999328613281,119.58499908447266,113.24750137329102,110.57499504089355,101.22249794006348,99.43499755859375,98.125,Engineering,2,5,0,1,0,1,0,0,2,0.0,0.0,1.0,0.0,0.0,6
29,2022-10-07,19.69999933242798,19.919999599456787,19.657499313354492,19.612499713897705,20.02999973297119,30.089998722076416,40.90999889373779,56.08749866485596,63.439998626708984,61.25500011444092,55.869998931884766,61.129998207092285,51.92499923706055,50.6949987411499,49.04249954223633,48.79749870300293,56.69749927520752,33.60499954223633,33.66749954223633,30.20249891281128,27.0649995803833,21.832499504089355,19.269999027252197,19.022500038146973,Sutherland_Law,10,4,0,4,1,1,1,1,0,1.0,0.0,0.0,0.0,0.0,4
30,2017-11-05,21.337499618530273,21.06749963760376,21.089999675750732,20.8799991607666,21.092499256134033,21.47749948501587,21.494999885559082,20.089999675750732,22.60249948501587,22.924999713897705,23.89249897003174,25.152499198913574,26.014999389648438,25.327499389648438,25.6274995803833,22.932499408721924,21.72249984741211,25.122499465942383,25.16249990463257,20.647499561309814,20.20499897003174,20.2524995803833,19.897499561309814,20.209999561309814,Sutherland_Law,11,6,0,4,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,4
31,2019-12-01,8.602499961853027,7.319999933242798,6.169999837875366,5.602499961853027,5.652499794960022,5.082499980926514,4.692499995231628,5.957499980926514,7.532499670982361,8.529999732971191,9.389999866485596,10.022499799728394,9.245000004768372,10.319999694824219,13.022499799728394,12.477499723434448,12.72499966621399,13.549999713897705,15.864999294281006,14.979999780654907,12.964999914169312,12.987499713897705,13.194999933242798,13.124999761581421,Glenomenab9,12,6,0,1,0,1,0,0,3,0.0,0.0,0.0,1.0,0.0,2
